id,origin,type,category,tags,title_en,title_fr,keyword_en,keyword_fr,slug_en,path_en,slug_fr,path_fr,length,angle,notes,pair_of,status_en,status_fr,merged_into,cover
257,en,article,Card meanings,"card meaning, reversed, the lovers","The Lovers reversed: blocked, in excess, or a shuffle you didn’t check",,the lovers reversed meaning,,the-lovers-reversed-meaning,/blog/the-lovers-reversed-meaning/,,,900,,,,todo,todo,,
258,en,article,Card meanings,"card meaning, love reading, the devil","The Devil in a love reading: what it means, and the question I won’t answer",,devil card meaning relationship,,devil-card-meaning-relationship,/blog/devil-card-meaning-relationship/,,,1600,chains you can remove,,,todo,todo,,
259,en,article,Card meanings,"card meaning, reversed, the devil","The Devil reversed: blocked, in excess, or a shuffle you didn’t check",,the devil reversed meaning,,the-devil-reversed-meaning,/blog/the-devil-reversed-meaning/,,,900,,,,todo,todo,,
260,en,article,Card meanings,"card meaning, love reading, three of swords","Three of Swords in a love reading: what it means, and the question I won’t answer",,three of swords meaning heartbreak,,three-of-swords-meaning-heartbreak,/blog/three-of-swords-meaning-heartbreak/,,,1000,,,,todo,todo,,
261,en,article,Card meanings,"card meaning, reversed, three of swords","Three of Swords reversed: blocked, in excess, or a shuffle you didn’t check",,three of swords reversed meaning,,three-of-swords-reversed-meaning,/blog/three-of-swords-reversed-meaning/,,,900,,,,todo,todo,,
262,en,article,Card meanings,"card meaning, love reading, ten of swords","Ten of Swords in a love reading: what it means, and the question I won’t answer",,ten of swords meaning,,ten-of-swords-meaning,/blog/ten-of-swords-meaning/,,,1000,,,,todo,todo,,
263,en,article,Card meanings,"card meaning, reversed, ten of swords","Ten of Swords reversed: blocked, in excess, or a shuffle you didn’t check",,ten of swords reversed meaning,,ten-of-swords-reversed-meaning,/blog/ten-of-swords-reversed-meaning/,,,900,,,,todo,todo,,
264,en,article,Card meanings,"card meaning, love reading, the moon","The Moon in a love reading: what it means, and the question I won’t answer",,the moon tarot love meaning,,the-moon-tarot-love-meaning,/blog/the-moon-tarot-love-meaning/,,,1000,,,,todo,todo,,
265,en,article,Card meanings,"card meaning, reversed, the moon","The Moon reversed: blocked, in excess, or a shuffle you didn’t check",,the moon reversed meaning,,the-moon-reversed-meaning,/blog/the-moon-reversed-meaning/,,,900,,,,todo,todo,,
266,en,article,Card meanings,"card meaning, love reading, the hanged man","The Hanged Man in a love reading: what it means, and the question I won’t answer",,hanged man meaning,,hanged-man-meaning,/blog/hanged-man-meaning/,,,1000,,,,todo,todo,,
267,en,article,Card meanings,"card meaning, reversed, the hanged man","The Hanged Man reversed: blocked, in excess, or a shuffle you didn’t check",,the hanged man reversed meaning,,the-hanged-man-reversed-meaning,/blog/the-hanged-man-reversed-meaning/,,,900,,,,todo,todo,,
268,en,article,Card meanings,"card meaning, love reading, the star","The Star in a love reading: what it means, and the question I won’t answer",,star tarot card hope,,star-tarot-card-hope,/blog/star-tarot-card-hope/,,,1000,,,,todo,todo,,
269,en,article,Card meanings,"card meaning, reversed, the star","The Star reversed: blocked, in excess, or a shuffle you didn’t check",,the star reversed meaning,,the-star-reversed-meaning,/blog/the-star-reversed-meaning/,,,900,,,,todo,todo,,
270,en,article,Card meanings,"card meaning, love reading, the fool","The Fool in a love reading: what it means, and the question I won’t answer",,fool card new beginnings,,fool-card-new-beginnings,/blog/fool-card-new-beginnings/,,,1000,,,,todo,todo,,
271,en,article,Card meanings,"card meaning, reversed, the fool","The Fool reversed: blocked, in excess, or a shuffle you didn’t check",,the fool reversed meaning,,the-fool-reversed-meaning,/blog/the-fool-reversed-meaning/,,,900,,,,todo,todo,,
272,en,article,Card meanings,"card meaning, love reading, wheel of fortune","Wheel of Fortune in a love reading: what it means, and the question I won’t answer",,wheel of fortune tarot luck,,wheel-of-fortune-tarot-luck,/blog/wheel-of-fortune-tarot-luck/,,,1000,,,,todo,todo,,
273,en,article,Card meanings,"card meaning, reversed, wheel of fortune","Wheel of Fortune reversed: blocked, in excess, or a shuffle you didn’t check",,wheel of fortune reversed meaning,,wheel-of-fortune-reversed-meaning,/blog/wheel-of-fortune-reversed-meaning/,,,900,,,,todo,todo,,
274,en,article,Card meanings,"card meaning, love reading, judgement","Judgement in a love reading: what it means, and the question I won’t answer",,judgement tarot card meaning,,judgement-tarot-card-meaning,/blog/judgement-tarot-card-meaning/,,,1000,,,,todo,todo,,
275,en,article,Card meanings,"card meaning, reversed, judgement","Judgement reversed: blocked, in excess, or a shuffle you didn’t check",,judgement reversed meaning,,judgement-reversed-meaning,/blog/judgement-reversed-meaning/,,,900,,,,todo,todo,,
276,en,article,Card meanings,"card meaning, love reading, the empress","The Empress in a love reading: what it means, and the question I won’t answer",,empress tarot pregnancy,,empress-tarot-pregnancy,/blog/empress-tarot-pregnancy/,,,1000,"refused question, honest page",,,todo,todo,,
277,en,article,Card meanings,"card meaning, reversed, the empress","The Empress reversed: blocked, in excess, or a shuffle you didn’t check",,the empress reversed meaning,,the-empress-reversed-meaning,/blog/the-empress-reversed-meaning/,,,900,,,,todo,todo,,
278,en,article,Card meanings,"card meaning, love reading, two of cups","Two of Cups in a love reading: what it means, and the question I won’t answer",,two of cups love,,two-of-cups-love,/blog/two-of-cups-love/,,,1000,,,,todo,todo,,
279,en,article,Card meanings,"card meaning, reversed, two of cups","Two of Cups reversed: blocked, in excess, or a shuffle you didn’t check",,two of cups reversed meaning,,two-of-cups-reversed-meaning,/blog/two-of-cups-reversed-meaning/,,,900,,,,todo,todo,,
280,en,article,Card meanings,"card meaning, love reading, five of cups","Five of Cups in a love reading: what it means, and the question I won’t answer",,five of cups grief,,five-of-cups-grief,/blog/five-of-cups-grief/,,,1000,,,,todo,todo,,
281,en,article,Card meanings,"card meaning, reversed, five of cups","Five of Cups reversed: blocked, in excess, or a shuffle you didn’t check",,five of cups reversed meaning,,five-of-cups-reversed-meaning,/blog/five-of-cups-reversed-meaning/,,,900,,,,todo,todo,,
282,en,article,Card meanings,"card meaning, love reading, eight of swords","Eight of Swords in a love reading: what it means, and the question I won’t answer",,eight of swords trapped,,eight-of-swords-trapped,/blog/eight-of-swords-trapped/,,,1000,,,,todo,todo,,
283,en,article,Card meanings,"card meaning, reversed, eight of swords","Eight of Swords reversed: blocked, in excess, or a shuffle you didn’t check",,eight of swords reversed meaning,,eight-of-swords-reversed-meaning,/blog/eight-of-swords-reversed-meaning/,,,900,,,,todo,todo,,
284,en,article,Card meanings,"card meaning, love reading, nine of swords","Nine of Swords in a love reading: what it means, and the question I won’t answer",,nine of swords anxiety,,nine-of-swords-anxiety,/blog/nine-of-swords-anxiety/,,,1000,,,,todo,todo,,
285,en,article,Card meanings,"card meaning, reversed, nine of swords","Nine of Swords reversed: blocked, in excess, or a shuffle you didn’t check",,nine of swords reversed meaning,,nine-of-swords-reversed-meaning,/blog/nine-of-swords-reversed-meaning/,,,900,,,,todo,todo,,
286,en,article,Card meanings,"card meaning, love reading, ace of pentacles","Ace of Pentacles in a love reading: what it means, and the question I won’t answer",,ace of pentacles money,,ace-of-pentacles-money,/blog/ace-of-pentacles-money/,,,1000,,,,todo,todo,,
287,en,article,Card meanings,"card meaning, reversed, ace of pentacles","Ace of Pentacles reversed: blocked, in excess, or a shuffle you didn’t check",,ace of pentacles reversed meaning,,ace-of-pentacles-reversed-meaning,/blog/ace-of-pentacles-reversed-meaning/,,,900,,,,todo,todo,,
288,en,article,Card meanings,"card meaning, love reading, queen of swords","Queen of Swords in a love reading: what it means, and the question I won’t answer",,queen of swords woman,,queen-of-swords-woman,/blog/queen-of-swords-woman/,,,1000,,,,todo,todo,,
289,en,article,Card meanings,"card meaning, reversed, queen of swords","Queen of Swords reversed: blocked, in excess, or a shuffle you didn’t check",,queen of swords reversed meaning,,queen-of-swords-reversed-meaning,/blog/queen-of-swords-reversed-meaning/,,,900,,,,todo,todo,,
290,en,article,Card meanings,"card meaning, love reading, king of cups","King of Cups in a love reading: what it means, and the question I won’t answer",,king of cups man,,king-of-cups-man,/blog/king-of-cups-man/,,,1000,,,,todo,todo,,
291,en,article,Card meanings,"card meaning, reversed, king of cups","King of Cups reversed: blocked, in excess, or a shuffle you didn’t check",,king of cups reversed meaning,,king-of-cups-reversed-meaning,/blog/king-of-cups-reversed-meaning/,,,900,,,,todo,todo,,
292,en,article,Card meanings,"card meaning, career, death",Death tarot card in career and work: what the lenses say,,death tarot career meaning,,death-tarot-career-meaning,/blog/death-tarot-career-meaning/,,,900,,,,todo,todo,,
293,en,article,Card meanings,"card meaning, career, the tower",The Tower tarot card in career and work: what the lenses say,,the tower tarot career meaning,,the-tower-tarot-career-meaning,/blog/the-tower-tarot-career-meaning/,,,900,,,,todo,todo,,
294,en,article,Card meanings,"card meaning, career, the lovers",The Lovers tarot card in career and work: what the lenses say,,the lovers tarot career meaning,,the-lovers-tarot-career-meaning,/blog/the-lovers-tarot-career-meaning/,,,900,,,,todo,todo,,
295,en,article,Card meanings,"card meaning, career, the devil",The Devil tarot card in career and work: what the lenses say,,the devil tarot career meaning,,the-devil-tarot-career-meaning,/blog/the-devil-tarot-career-meaning/,,,900,,,,todo,todo,,
296,en,article,Card meanings,"card meaning, career, the moon",The Moon tarot card in career and work: what the lenses say,,the moon tarot career meaning,,the-moon-tarot-career-meaning,/blog/the-moon-tarot-career-meaning/,,,900,,,,todo,todo,,
297,en,article,Card meanings,"card meaning, career, the sun",The Sun tarot card in career and work: what the lenses say,,the sun tarot career meaning,,the-sun-tarot-career-meaning,/blog/the-sun-tarot-career-meaning/,,,900,,,,todo,todo,,
298,en,article,Card meanings,"card meaning, career, the empress",The Empress tarot card in career and work: what the lenses say,,the empress tarot career meaning,,the-empress-tarot-career-meaning,/blog/the-empress-tarot-career-meaning/,,,900,,,,todo,todo,,
299,en,article,Card meanings,"card meaning, career, the emperor",The Emperor tarot card in career and work: what the lenses say,,the emperor tarot career meaning,,the-emperor-tarot-career-meaning,/blog/the-emperor-tarot-career-meaning/,,,900,,,,todo,todo,,
300,en,pillar,Card meanings,"major arcana, card meaning","Major arcana meanings: all 22 cards in one page, read through their lenses","Les 22 arcanes majeurs : significations, en une seule page",major arcana meanings,arcanes majeurs signification,major-arcana,/library/tarot-cards/major-arcana/,arcanes-majeurs-signification,/fr/blog/arcanes-majeurs-signification/,2500,,,F111,todo,todo,,
301,en,pillar,Card meanings,"minor arcana, card meaning","Minor arcana explained: 56 cards, four houses, ten numbers","Les 56 arcanes mineurs expliqués : quatre familles, dix nombres, quatre figures",minor arcana explained,arcanes mineurs signification,minor-arcana,/library/tarot-cards/minor-arcana/,arcanes-mineurs-signification,/fr/blog/arcanes-mineurs-signification/,2000,,,F112,todo,todo,,
302,en,article,Card meanings,"combinations, card meaning",Tarot card combinations: how to read two cards together (with 20 pairs),Associations de lames : comment lire deux cartes ensemble (20 paires),tarot card combinations,association carte tarot,tarot-card-combinations,/blog/tarot-card-combinations/,association-carte-tarot,/fr/blog/association-carte-tarot/,1600,,,F114,todo,todo,,
303,en,article,Card meanings,"refusals, pregnancy",Tarot cards for pregnancy: why the House won’t read this — and what it will,,tarot cards for pregnancy,,tarot-cards-for-pregnancy,/blog/tarot-cards-for-pregnancy/,,,900,refusal explained,,,todo,todo,,
304,en,article,Card meanings,"pentacles, money","Tarot cards for money: the Pentacles, read honestly",,tarot cards for money,,tarot-cards-for-money,/blog/tarot-cards-for-money/,,,900,,,,todo,todo,,
305,en,article,Card meanings,"cups, love",Tarot cards for love: which cards actually talk about relationships,,tarot cards for love,,tarot-cards-for-love,/blog/tarot-cards-for-love/,,,900,,,,todo,todo,,
306,en,article,Card meanings,scary cards,"Scariest tarot cards: Death, the Tower, the Devil, Ten of Swords — and why they mislead least","Les lames qui font peur : La Mort, La Tour, Le Diable, le Dix d’Épées",scariest tarot cards,cartes tarot qui font peur,scariest-tarot-cards,/blog/scariest-tarot-cards/,cartes-tarot-qui-font-peur,/fr/blog/cartes-tarot-qui-font-peur/,1600,elles trompent le moins,,F115,todo,todo,,
307,en,article,Card meanings,positive cards,"Happiest tarot cards: the Sun, the Star, Ten of Cups — and their flip sides",,best tarot cards to get,,best-tarot-cards-to-get,/blog/best-tarot-cards-to-get/,,,900,,,,todo,todo,,
308,en,library page,Library — lenses,"numerology, number 1","Number 1 in tarot: meaning, the cards that carry it, and how to read it",,number 1 tarot meaning,,number-1,/library/numerology/number-1/,chiffre-1,/fr/bibliotheque/numerologie/chiffre-1/,900,Instagram cycle,,,exists,todo,,
309,en,library page,Library — lenses,"numerology, number 2","Number 2 in tarot: meaning, the cards that carry it, and how to read it",,number 2 tarot meaning,,number-2,/library/numerology/number-2/,chiffre-2,/fr/bibliotheque/numerologie/chiffre-2/,900,Instagram cycle,,,exists,todo,,
310,en,library page,Library — lenses,"numerology, number 3","Number 3 in tarot: meaning, the cards that carry it, and how to read it",,number 3 tarot meaning,,number-3,/library/numerology/number-3/,chiffre-3,/fr/bibliotheque/numerologie/chiffre-3/,900,Instagram cycle,,,exists,todo,,
311,en,library page,Library — lenses,"numerology, number 4","Number 4 in tarot: meaning, the cards that carry it, and how to read it",,number 4 tarot meaning,,number-4,/library/numerology/number-4/,chiffre-4,/fr/bibliotheque/numerologie/chiffre-4/,900,Instagram cycle,,,exists,todo,,
